customer_id,product,category,quantity,unit_price,order_date,region,payment_method,total_cost,order_year,order_month,order_quarter,order_day_of_week,is_weekend,days_since_epoch,customer_transaction_number,is_quantity_outlier,is_price_outlier,is_extreme_outlier,price_tier,order_size_category,revenue_tier,customer_type,season,product_group
CUST_42515,Dress,Clothing,6,154.04,4/26/2024,Middle East,Digital Wallet,924.24,2024,4,2,Friday,FALSE,481,2,FALSE,FALSE,FALSE,Mid-Range,Medium Order,High Value,Regular Customer,Spring,Fashion & Beauty
CUST_42532,Tennis Racket,Sports & Outdoors,1,263.24,6/28/2024,Africa,Cash,263.24,2024,6,2,Friday,FALSE,544,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_42552,Puzzle,Toys & Games,1,163.25,8/15/2024,Asia Pacific,Bank Transfer,163.25,2024,8,3,Thursday,FALSE,592,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_42553,Yoga Mat,Sports & Outdoors,2,199.9,10/20/2025,Asia Pacific,Paypal,399.8,2025,10,4,Monday,FALSE,1023,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Recreation & Sports
CUST_42555,Water Bottle,Sports & Outdoors,6,358.39,10/25/2023,Latin America,Paypal,2150.34,2023,10,4,Wednesday,FALSE,297,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Fall,Recreation & Sports
CUST_42561,Face Mask,Health & Beauty,1,83.57,7/1/2025,North America,Credit Card,83.57,2025,7,3,Tuesday,FALSE,912,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Fashion & Beauty
CUST_42580,Sofa,Home & Garden,1,141.42,4/20/2025,Asia Pacific,Bank Transfer,141.42,2025,4,2,Sunday,TRUE,840,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Spring,Home & Office
CUST_42587,Tennis Racket,Sports & Outdoors,1,177.79,6/22/2024,Asia Pacific,Cash,177.79,2024,6,2,Saturday,TRUE,538,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_42606,Puzzle,Toys & Games,4,58.4,4/5/2024,Europe,Debit Card,233.6,2024,4,2,Friday,FALSE,460,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Spring,Recreation & Sports
CUST_42611,Spices,Food & Beverages,3,38.36,9/16/2024,Asia Pacific,Debit Card,115.08,2024,9,3,Monday,FALSE,624,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_42618,Bicycle,Sports & Outdoors,4,408.38,6/13/2025,Middle East,Credit Card,1633.52,2025,6,2,Friday,FALSE,894,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Summer,Recreation & Sports
CUST_4262,Car Parts,Automotive,2,443.4,9/28/2025,Latin America,Paypal,886.8,2025,9,3,Sunday,TRUE,1001,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Fall,Technology & Auto
CUST_42628,Video Game,Toys & Games,1,123.48,7/22/2024,Europe,Debit Card,123.48,2024,7,3,Monday,FALSE,568,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_4265,Stapler,Office Supplies,3,66.8,5/28/2025,North America,Paypal,200.4,2025,5,2,Wednesday,FALSE,878,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Home & Office
CUST_42652,Video Game,Toys & Games,3,154.17,12/29/2024,Asia Pacific,Debit Card,462.51,2024,12,4,Sunday,TRUE,728,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Winter,Recreation & Sports
CUST_42661,Tea,Food & Beverages,2,12.34,3/23/2025,North America,Digital Wallet,24.68,2025,3,1,Sunday,TRUE,812,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Spring,Lifestyle & Food
CUST_42670,Car Charger,Automotive,1,262.86,4/2/2024,Asia Pacific,Paypal,262.86,2024,4,2,Tuesday,FALSE,457,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Spring,Technology & Auto
CUST_42670,Gym Equipment,Sports & Outdoors,1,121.01,2/2/2025,North America,Cash,121.01,2025,2,1,Sunday,TRUE,763,2,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,Regular Customer,Winter,Recreation & Sports
CUST_42676,Video Game,Toys & Games,1,44.59,11/8/2023,Middle East,Bank Transfer,44.59,2023,11,4,Wednesday,FALSE,311,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Recreation & Sports
CUST_4268,Gps Device,Automotive,1,653.2,10/16/2025,Africa,Debit Card,653.2,2025,10,4,Thursday,FALSE,1019,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Fall,Technology & Auto
CUST_42687,Headphones,Electronics,2,240.52,7/6/2025,Asia Pacific,Debit Card,481.04,2025,7,3,Sunday,TRUE,917,1,FALSE,FALSE,FALSE,Premium,Small Order,Medium Value,New Customer,Summer,Technology & Auto
CUST_42697,Video Game,Toys & Games,1,44.66,5/6/2025,Middle East,Debit Card,44.66,2025,5,2,Tuesday,FALSE,856,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Spring,Recreation & Sports
CUST_42701,Curtains,Home & Garden,1,306.2,9/19/2025,Asia Pacific,Credit Card,306.2,2025,9,3,Friday,FALSE,992,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Fall,Home & Office
CUST_42719,Desk Organizer,Office Supplies,1,37.49,12/16/2024,North America,Paypal,37.49,2024,12,4,Monday,FALSE,715,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Home & Office
CUST_42720,Calculator,Office Supplies,5,95.87,6/5/2025,Africa,Paypal,479.35,2025,6,2,Thursday,FALSE,886,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Summer,Home & Office
CUST_42722,Biography,Books,2,73,4/17/2025,Middle East,Bank Transfer,146,2025,4,2,Thursday,FALSE,837,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Lifestyle & Food
CUST_42740,Fiction Novel,Books,2,66.76,9/8/2024,Africa,Digital Wallet,133.52,2024,9,3,Sunday,TRUE,616,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_42744,Backpack,Sports & Outdoors,3,188.15,6/8/2024,Unknown,Debit Card,564.45,2024,6,2,Saturday,TRUE,524,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,High Value,New Customer,Summer,Recreation & Sports
CUST_42753,Kitchen Set,Home & Garden,5,40.37,4/8/2025,Africa,Bank Transfer,201.85,2025,4,2,Tuesday,FALSE,828,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Spring,Home & Office
CUST_42754,Running Shoes,Sports & Outdoors,1,210.95,7/22/2025,Africa,Bank Transfer,210.95,2025,7,3,Tuesday,FALSE,933,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Recreation & Sports
CUST_42758,Plant Pot,Home & Garden,1,119.79,2/17/2025,Africa,Credit Card,119.79,2025,2,1,Monday,FALSE,778,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Winter,Home & Office
CUST_42774,T-Shirt,Clothing,1,99.05,9/4/2025,Asia Pacific,Credit Card,99.05,2025,9,3,Thursday,FALSE,977,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Fashion & Beauty
CUST_42781,Bedding,Home & Garden,6,79.93,10/31/2024,Latin America,Paypal,479.58,2024,10,4,Thursday,FALSE,669,1,TRUE,FALSE,TRUE,Mid-Range,Medium Order,Medium Value,New Customer,Fall,Home & Office
CUST_42799,Board Game,Toys & Games,2,45.12,12/22/2023,Africa,Credit Card,90.24,2023,12,4,Friday,FALSE,355,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Winter,Recreation & Sports
CUST_42825,Fiction Novel,Books,1,19.81,9/19/2024,Europe,Cash,19.81,2024,9,3,Thursday,FALSE,627,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Fall,Lifestyle & Food
CUST_42830,Video Game,Toys & Games,3,106.04,1/10/2025,Europe,Bank Transfer,318.12,2025,1,1,Friday,FALSE,740,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Winter,Recreation & Sports
CUST_42830,Makeup Kit,Health & Beauty,6,144.97,7/19/2025,Asia Pacific,Digital Wallet,869.82,2025,7,3,Saturday,TRUE,930,2,FALSE,FALSE,FALSE,Mid-Range,Medium Order,High Value,Regular Customer,Summer,Fashion & Beauty
CUST_42843,Puzzle,Toys & Games,1,83.3,10/25/2024,Middle East,Credit Card,83.3,2024,10,4,Friday,FALSE,663,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Recreation & Sports
CUST_42845,Tablet,Electronics,1,613.5,5/28/2024,Latin America,Credit Card,613.5,2024,5,2,Tuesday,FALSE,513,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Spring,Technology & Auto
CUST_42856,Perfume,Health & Beauty,2,59.75,10/8/2024,Latin America,Paypal,119.5,2024,10,4,Tuesday,FALSE,646,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_4287,Building Blocks,Toys & Games,6,150.17,11/26/2023,Middle East,Digital Wallet,901.02,2023,11,4,Sunday,TRUE,329,1,TRUE,FALSE,TRUE,Mid-Range,Medium Order,High Value,New Customer,Fall,Recreation & Sports
CUST_42879,Jacket,Clothing,2,113.84,8/9/2025,Europe,Digital Wallet,227.68,2025,8,3,Saturday,TRUE,951,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Summer,Fashion & Beauty
CUST_42900,Children Book,Books,1,50.79,2/17/2025,North America,Bank Transfer,50.79,2025,2,1,Monday,FALSE,778,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Winter,Lifestyle & Food
CUST_42902,Camera,Electronics,4,1014.89,7/4/2025,Asia Pacific,Paypal,4059.56,2025,7,3,Friday,FALSE,915,1,FALSE,TRUE,TRUE,Luxury,Medium Order,Very High Value,New Customer,Summer,Technology & Auto
CUST_42907,Gaming Console,Electronics,1,678.59,4/3/2025,North America,Cash,678.59,2025,4,2,Thursday,FALSE,823,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Spring,Technology & Auto
CUST_42912,Spices,Food & Beverages,6,20.49,5/25/2025,Latin America,Bank Transfer,122.94,2025,5,2,Sunday,TRUE,875,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Spring,Lifestyle & Food
CUST_42915,Table,Home & Garden,2,264.62,9/12/2024,Latin America,Digital Wallet,529.24,2024,9,3,Thursday,FALSE,620,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Fall,Home & Office
CUST_42930,Organic Food,Food & Beverages,1,39.44,7/8/2024,Asia Pacific,Credit Card,39.44,2024,7,3,Monday,FALSE,554,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Summer,Lifestyle & Food
CUST_42947,Tea,Food & Beverages,2,40.27,10/9/2024,Latin America,Paypal,80.54,2024,10,4,Wednesday,FALSE,647,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Fall,Lifestyle & Food
CUST_42971,Motor Oil,Automotive,2,949.36,1/21/2024,Europe,Credit Card,1898.72,2024,1,1,Sunday,TRUE,385,1,FALSE,TRUE,FALSE,Luxury,Small Order,Very High Value,New Customer,Winter,Technology & Auto
CUST_42973,Shorts,Clothing,2,232.06,3/27/2025,Europe,Paypal,464.12,2025,3,1,Thursday,FALSE,816,1,FALSE,FALSE,FALSE,Premium,Small Order,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_42978,Headphones,Electronics,1,1014.89,4/17/2025,Latin America,Digital Wallet,1014.89,2025,4,2,Thursday,FALSE,837,1,FALSE,TRUE,TRUE,Luxury,Single Item,Very High Value,New Customer,Spring,Technology & Auto
CUST_43006,Hair Dryer,Health & Beauty,1,146.85,2/25/2024,North America,Credit Card,146.85,2024,2,1,Sunday,TRUE,420,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Winter,Fashion & Beauty
CUST_43008,Action Figure,Toys & Games,3,82.85,11/15/2024,Africa,Paypal,248.55,2024,11,4,Friday,FALSE,684,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Recreation & Sports
CUST_43030,Calculator,Office Supplies,4,77.94,9/14/2025,Europe,Paypal,311.76,2025,9,3,Sunday,TRUE,987,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Fall,Home & Office
CUST_43034,Jacket,Clothing,2,289.05,2/6/2025,Asia Pacific,Digital Wallet,578.1,2025,2,1,Thursday,FALSE,767,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Winter,Fashion & Beauty
CUST_43054,Plant Pot,Home & Garden,1,397.06,6/9/2024,Asia Pacific,Digital Wallet,397.06,2024,6,2,Sunday,TRUE,525,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Summer,Home & Office
CUST_43056,Action Figure,Toys & Games,1,35.31,2/14/2024,Asia Pacific,Cash,35.31,2024,2,1,Wednesday,FALSE,409,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Recreation & Sports
CUST_43065,Running Shoes,Sports & Outdoors,3,347.62,7/7/2025,Latin America,Credit Card,1042.86,2025,7,3,Monday,FALSE,918,1,FALSE,FALSE,FALSE,Premium,Small Order,Very High Value,New Customer,Summer,Recreation & Sports
CUST_43068,Perfume,Health & Beauty,2,145.9,10/8/2024,Europe,Cash,291.8,2024,10,4,Tuesday,FALSE,646,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_4308,Car Charger,Automotive,1,670.44,7/22/2024,Asia Pacific,Digital Wallet,670.44,2024,7,3,Monday,FALSE,568,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Technology & Auto
CUST_4308,Spices,Food & Beverages,1,13.4,10/8/2025,Asia Pacific,Credit Card,13.4,2025,10,4,Wednesday,FALSE,1011,2,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,Regular Customer,Fall,Lifestyle & Food
CUST_43083,Hair Dryer,Health & Beauty,5,45.66,6/17/2025,North America,Credit Card,228.3,2025,6,2,Tuesday,FALSE,898,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Summer,Fashion & Beauty
CUST_43097,Vitamins,Health & Beauty,1,65.76,12/4/2023,Latin America,Bank Transfer,65.76,2023,12,4,Monday,FALSE,337,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Winter,Fashion & Beauty
CUST_4310,Gps Device,Automotive,3,242.2,10/24/2024,Asia Pacific,Paypal,726.6,2024,10,4,Thursday,FALSE,662,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Fall,Technology & Auto
CUST_43102,Running Shoes,Sports & Outdoors,5,460.81,6/19/2024,Middle East,Cash,2304.05,2024,6,2,Wednesday,FALSE,535,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Summer,Recreation & Sports
CUST_43111,Video Game,Toys & Games,3,64.36,10/2/2024,Middle East,Cash,193.08,2024,10,4,Wednesday,FALSE,640,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Recreation & Sports
CUST_43126,Spices,Food & Beverages,2,30.87,8/20/2025,Europe,Digital Wallet,61.74,2025,8,3,Wednesday,FALSE,962,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Lifestyle & Food
CUST_43127,Jeans,Clothing,1,68.64,1/11/2025,Europe,Debit Card,68.64,2025,1,1,Saturday,TRUE,741,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Winter,Fashion & Beauty
CUST_43130,Biography,Books,2,27.6,3/8/2024,Europe,Debit Card,55.2,2024,3,1,Friday,FALSE,432,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Spring,Lifestyle & Food
CUST_43130,Cookbook,Books,1,25.05,4/12/2025,Latin America,Digital Wallet,25.05,2025,4,2,Saturday,TRUE,832,2,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,Regular Customer,Spring,Lifestyle & Food
CUST_43143,Gps Device,Automotive,5,662.28,6/22/2024,Middle East,Bank Transfer,3311.4,2024,6,2,Saturday,TRUE,538,1,FALSE,FALSE,FALSE,Luxury,Medium Order,Very High Value,New Customer,Summer,Technology & Auto
CUST_43147,Makeup Kit,Health & Beauty,5,74.08,2/11/2025,Europe,Cash,370.4,2025,2,1,Tuesday,FALSE,772,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Winter,Fashion & Beauty
CUST_4315,Video Game,Toys & Games,1,77.46,7/6/2024,Asia Pacific,Bank Transfer,77.46,2024,7,3,Saturday,TRUE,552,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Recreation & Sports
CUST_43161,Water Bottle,Sports & Outdoors,1,334.99,3/15/2024,Latin America,Bank Transfer,334.99,2024,3,1,Friday,FALSE,439,1,FALSE,FALSE,FALSE,Premium,Single Item,Medium Value,New Customer,Spring,Recreation & Sports
CUST_43164,Car Charger,Automotive,1,131.96,6/5/2024,Latin America,Digital Wallet,131.96,2024,6,2,Wednesday,FALSE,521,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Technology & Auto
CUST_43184,Coffee,Food & Beverages,2,38.2,1/17/2024,Latin America,Debit Card,76.4,2024,1,1,Wednesday,FALSE,381,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Winter,Lifestyle & Food
CUST_43200,Headphones,Electronics,3,1014.7,7/10/2025,Africa,Paypal,3044.1,2025,7,3,Thursday,FALSE,921,1,FALSE,TRUE,FALSE,Luxury,Small Order,Very High Value,New Customer,Summer,Technology & Auto
CUST_43206,Lamp,Home & Garden,2,426.04,3/18/2025,North America,Debit Card,852.08,2025,3,1,Tuesday,FALSE,807,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Spring,Home & Office
CUST_43208,Cookbook,Books,2,38.69,8/5/2024,North America,Credit Card,77.38,2024,8,3,Monday,FALSE,582,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Lifestyle & Food
CUST_43216,Shorts,Clothing,1,80.58,6/7/2024,Middle East,Paypal,80.58,2024,6,2,Friday,FALSE,523,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Fashion & Beauty
CUST_43217,Lamp,Home & Garden,3,138.34,4/24/2025,Europe,Digital Wallet,415.02,2025,4,2,Thursday,FALSE,844,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Home & Office
CUST_43229,Running Shoes,Unknown,3,493.37,1/20/2025,North America,Digital Wallet,1480.11,2025,1,1,Monday,FALSE,750,1,FALSE,FALSE,FALSE,Premium,Small Order,Very High Value,New Customer,Winter,Other
CUST_4324,Yoga Mat,Sports & Outdoors,4,37.14,2/23/2025,Africa,Cash,148.56,2025,2,1,Sunday,TRUE,784,1,FALSE,FALSE,FALSE,Budget,Medium Order,Medium Value,New Customer,Winter,Recreation & Sports
CUST_43274,Chocolate,Food & Beverages,2,16.98,12/4/2024,Middle East,Credit Card,33.96,2024,12,4,Wednesday,FALSE,703,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Winter,Lifestyle & Food
CUST_43285,Smartphone,Electronics,1,902.18,1/3/2024,Middle East,Paypal,902.18,2024,1,1,Wednesday,FALSE,367,1,FALSE,TRUE,FALSE,Luxury,Single Item,High Value,New Customer,Winter,Technology & Auto
CUST_4329,Board Game,Toys & Games,1,35.06,4/16/2024,Europe,Cash,35.06,2024,4,2,Tuesday,FALSE,471,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Spring,Recreation & Sports
CUST_43290,Hair Dryer,Health & Beauty,3,149.18,11/23/2024,North America,Digital Wallet,447.54,2024,11,4,Saturday,TRUE,692,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_43291,Curtains,Home & Garden,3,152.61,8/23/2025,Africa,Debit Card,457.83,2025,8,3,Saturday,TRUE,965,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Summer,Home & Office
CUST_43294,Stapler,Office Supplies,1,31.37,2/19/2025,Latin America,Cash,31.37,2025,2,1,Wednesday,FALSE,780,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Home & Office
CUST_43294,Board Game,Unknown,2,33.55,6/11/2025,Latin America,Debit Card,67.1,2025,6,2,Wednesday,FALSE,892,2,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,Regular Customer,Summer,Other
CUST_43310,Textbook,Books,1,51.05,8/10/2025,North America,Credit Card,51.05,2025,8,3,Sunday,TRUE,952,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Summer,Lifestyle & Food
CUST_43312,Laptop,Electronics,1,1014.89,7/2/2024,Asia Pacific,Bank Transfer,1014.89,2024,7,3,Tuesday,FALSE,548,1,FALSE,TRUE,TRUE,Luxury,Single Item,Very High Value,New Customer,Summer,Technology & Auto
CUST_43317,Smartphone,Electronics,5,320.53,5/23/2024,Africa,Digital Wallet,1602.65,2024,5,2,Thursday,FALSE,508,1,FALSE,FALSE,FALSE,Premium,Medium Order,Very High Value,New Customer,Spring,Technology & Auto
CUST_43336,Plant Pot,Home & Garden,1,156.59,2/10/2025,Europe,Digital Wallet,156.59,2025,2,1,Monday,FALSE,771,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Winter,Home & Office
CUST_43346,Smart Watch,Electronics,1,114.67,6/22/2024,Latin America,Cash,114.67,2024,6,2,Saturday,TRUE,538,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Summer,Technology & Auto
CUST_43346,Hair Dryer,Health & Beauty,1,102.57,12/31/2024,Asia Pacific,Paypal,102.57,2024,12,4,Tuesday,FALSE,730,2,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,Regular Customer,Winter,Fashion & Beauty
CUST_4336,Face Mask,Health & Beauty,3,27.87,8/31/2024,Africa,Bank Transfer,83.61,2024,8,3,Saturday,TRUE,608,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Fashion & Beauty
CUST_43380,Bedding,Home & Garden,1,702.83,1/30/2025,Unknown,Credit Card,702.83,2025,1,1,Thursday,FALSE,760,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Winter,Home & Office
CUST_43384,Tv,Electronics,2,357.6,1/2/2025,North America,Debit Card,715.2,2025,1,1,Thursday,FALSE,732,1,FALSE,FALSE,FALSE,Premium,Small Order,High Value,New Customer,Winter,Technology & Auto
CUST_43396,Calculator,Office Supplies,3,13.3,10/16/2024,Asia Pacific,Cash,39.9,2024,10,4,Wednesday,FALSE,654,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Fall,Home & Office
CUST_4340,Hair Dryer,Health & Beauty,3,145.67,5/21/2024,North America,Credit Card,437.01,2024,5,2,Tuesday,FALSE,506,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Spring,Fashion & Beauty
CUST_43417,Shampoo,Health & Beauty,3,25.19,7/2/2024,Asia Pacific,Bank Transfer,75.57,2024,7,3,Tuesday,FALSE,548,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Fashion & Beauty
CUST_43425,Pen Set,Office Supplies,4,55.73,1/20/2024,Africa,Bank Transfer,222.92,2024,1,1,Saturday,TRUE,384,1,FALSE,FALSE,FALSE,Mid-Range,Medium Order,Medium Value,New Customer,Winter,Home & Office
CUST_43437,Calculator,Office Supplies,1,34.11,12/7/2024,Europe,Paypal,34.11,2024,12,4,Saturday,TRUE,706,1,FALSE,FALSE,FALSE,Budget,Single Item,Low Value,New Customer,Winter,Home & Office
CUST_43442,Car Accessories,Automotive,1,146.76,5/5/2025,Europe,Digital Wallet,146.76,2025,5,2,Monday,FALSE,855,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Medium Value,New Customer,Spring,Technology & Auto
CUST_43457,Organic Food,Food & Beverages,2,7.64,9/21/2025,Latin America,Credit Card,15.28,2025,9,3,Sunday,TRUE,994,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Fall,Lifestyle & Food
CUST_43477,Snacks,Food & Beverages,4,10.82,4/19/2024,Middle East,Cash,43.28,2024,4,2,Friday,FALSE,474,1,FALSE,FALSE,FALSE,Budget,Medium Order,Low Value,New Customer,Spring,Lifestyle & Food
CUST_43491,Gaming Console,Electronics,1,58.75,11/22/2023,North America,Digital Wallet,58.75,2023,11,4,Wednesday,FALSE,325,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Fall,Technology & Auto
CUST_43526,Stapler,Office Supplies,3,45.71,3/19/2025,Asia Pacific,Bank Transfer,137.13,2025,3,1,Wednesday,FALSE,808,1,FALSE,FALSE,FALSE,Budget,Small Order,Medium Value,New Customer,Spring,Home & Office
CUST_43534,Biography,Books,1,64.86,5/15/2025,Latin America,Digital Wallet,64.86,2025,5,2,Thursday,FALSE,865,1,FALSE,FALSE,FALSE,Mid-Range,Single Item,Low Value,New Customer,Spring,Lifestyle & Food
CUST_43549,Hair Dryer,Health & Beauty,2,30.6,7/7/2024,Asia Pacific,Cash,61.2,2024,7,3,Sunday,TRUE,553,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Summer,Fashion & Beauty
CUST_43568,Sweater,Clothing,3,20.94,2/29/2024,Europe,Cash,62.82,2024,2,1,Thursday,FALSE,424,1,FALSE,FALSE,FALSE,Budget,Small Order,Low Value,New Customer,Winter,Fashion & Beauty
CUST_43580,Sweater,Clothing,6,297.01,12/24/2024,Europe,Debit Card,1782.06,2024,12,4,Tuesday,FALSE,723,1,TRUE,FALSE,TRUE,Premium,Medium Order,Very High Value,New Customer,Winter,Fashion & Beauty
CUST_43586,Textbook,Books,3,68.9,10/20/2024,Europe,Digital Wallet,206.7,2024,10,4,Sunday,TRUE,658,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Lifestyle & Food
CUST_43600,Skincare Set,Health & Beauty,2,78.19,11/17/2023,Europe,Bank Transfer,156.38,2023,11,4,Friday,FALSE,320,1,FALSE,FALSE,FALSE,Mid-Range,Small Order,Medium Value,New Customer,Fall,Fashion & Beauty
CUST_43611,Lamp,Home & Garden,1,719.95,7/27/2025,Africa,Paypal,719.95,2025,7,3,Sunday,TRUE,938,1,FALSE,FALSE,FALSE,Luxury,Single Item,High Value,New Customer,Summer,Home & Office
